1, plains, minecraft:plains, MONSTER, minecraft:spider, 30, 4, 4
2050, taiga, environmental:snowy_old_growth_pine_barrens, AMBIENT, mythicmounts:geckotoalizard, 10, 1, 1
2051, taiga, environmental:snowy_old_growth_pine_barrens, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2052, taiga, environmental:snowy_old_growth_pine_barrens, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
2053, taiga, environmental:snowy_old_growth_pine_barrens, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
2054, taiga, environmental:snowy_old_growth_pine_barrens, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
2055, taiga, environmental:snowy_old_growth_pine_barrens, WATER_AMBIENT, aquaculture:muskellunge, 3, 1, 1
2056, taiga, environmental:snowy_old_growth_pine_barrens, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
2057, taiga, environmental:snowy_old_growth_pine_barrens, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
2058, taiga, environmental:snowy_old_growth_pine_barrens, rascals, friendsandfoes:rascal, 4, 1, 1
2059, extreme_hills, environmental:pine_slopes, MONSTER, minecraft:spider, 30, 4, 4
2060, extreme_hills, environmental:pine_slopes, MONSTER, minecraft:zombie, 30, 4, 4
2061, extreme_hills, environmental:pine_slopes, MONSTER, minecraft:zombie_villager, 5, 1, 1
2062, extreme_hills, environmental:pine_slopes, MONSTER, minecraft:skeleton, 30, 4, 4
2063, extreme_hills, environmental:pine_slopes, MONSTER, minecraft:creeper, 30, 4, 4
2064, extreme_hills, environmental:pine_slopes, MONSTER, minecraft:slime, 30, 4, 4
2065, extreme_hills, environmental:pine_slopes, MONSTER, minecraft:enderman, 10, 1, 4
2066, extreme_hills, environmental:pine_slopes, MONSTER, minecraft:witch, 5, 1, 1
2067, extreme_hills, environmental:pine_slopes, MONSTER, quark:stoneling, 30, 1, 1
2068, extreme_hills, environmental:pine_slopes, MONSTER, quark:toretoise, 30, 2, 4
2069, extreme_hills, environmental:pine_slopes, CREATURE, minecraft:rabbit, 4, 2, 3
2070, extreme_hills, environmental:pine_slopes, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
2071, extreme_hills, environmental:pine_slopes, CREATURE, finsandtails:wherble, 3, 2, 6
2072, extreme_hills, environmental:pine_slopes, CREATURE, mythicmounts:firebird, 10, 1, 1
2073, extreme_hills, environmental:pine_slopes, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
2074, extreme_hills, environmental:pine_slopes, CREATURE, quark:shiba, 30, 1, 3
2075, extreme_hills, environmental:pine_slopes, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
2076, extreme_hills, environmental:pine_slopes, CREATURE, ars_nouveau:drygmy, 3, 1, 2
2077, extreme_hills, environmental:pine_slopes, AMBIENT, minecraft:bat, 10, 8, 8
2078, extreme_hills, environmental:pine_slopes, AMBIENT, mythicmounts:dragon, 10, 1, 1
2079, extreme_hills, environmental:pine_slopes, AMBIENT, mythicmounts:geckotoalizard, 10, 1, 1
2080, extreme_hills, environmental:pine_slopes, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2081, extreme_hills, environmental:pine_slopes, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
2082, extreme_hills, environmental:pine_slopes, WATER_AMBIENT, aquaculture:catfish, 1, 1, 1
2083, extreme_hills, environmental:pine_slopes, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
2084, extreme_hills, environmental:pine_slopes, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
2085, extreme_hills, environmental:pine_slopes, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
2086, extreme_hills, environmental:pine_slopes, WATER_AMBIENT, aquaculture:muskellunge, 3, 1, 1
2087, extreme_hills, environmental:pine_slopes, WATER_AMBIENT, aquaculture:gar, 6, 1, 2
2088, extreme_hills, environmental:pine_slopes, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
2089, extreme_hills, environmental:pine_slopes, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
2090, extreme_hills, environmental:pine_slopes, rascals, friendsandfoes:rascal, 4, 1, 1
2091, none, quark:glimmering_weald, MONSTER, minecraft:spider, 30, 4, 4
2092, none, quark:glimmering_weald, MONSTER, minecraft:zombie, 30, 4, 4
2093, none, quark:glimmering_weald, MONSTER, minecraft:zombie_villager, 5, 1, 1
2094, none, quark:glimmering_weald, MONSTER, minecraft:skeleton, 30, 4, 4
2095, none, quark:glimmering_weald, MONSTER, minecraft:creeper, 30, 4, 4
2096, none, quark:glimmering_weald, MONSTER, minecraft:slime, 30, 4, 4
2097, none, quark:glimmering_weald, MONSTER, minecraft:enderman, 5, 1, 4
2098, none, quark:glimmering_weald, MONSTER, minecraft:witch, 5, 1, 1
2099, none, quark:glimmering_weald, MONSTER, quark:toretoise, 30, 2, 4
2100, none, quark:glimmering_weald, MONSTER, quark:stoneling, 30, 1, 1
2101, none, quark:glimmering_weald, CREATURE, quark:stoneling, 30, 1, 4
2102, none, quark:glimmering_weald, CREATURE, cnb:lizard, 10, 1, 4
2103, none, quark:glimmering_weald, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
2104, none, quark:glimmering_weald, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
2105, none, quark:glimmering_weald, CREATURE, ars_nouveau:drygmy, 3, 1, 2
2106, none, quark:glimmering_weald, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
2107, none, quark:glimmering_weald, AMBIENT, minecraft:bat, 10, 8, 8
2108, none, quark:glimmering_weald, AMBIENT, biomemakeover:blightbat, 5, 1, 1
2109, none, quark:glimmering_weald, AMBIENT, biomemakeover:mushroom_trader, 1, 1, 1
2110, none, quark:glimmering_weald, AMBIENT, mythicmounts:dragon, 10, 1, 1
2111, none, quark:glimmering_weald, AMBIENT, mythicmounts:geckotoalizard, 10, 1, 1
2112, none, quark:glimmering_weald, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
2113, none, quark:glimmering_weald, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 20, 4, 6
2114, none, quark:glimmering_weald, WATER_AMBIENT, biomemakeover:glowfish, 7, 2, 7
2115, extreme_hills, terralith:emerald_peaks, MONSTER, minecraft:spider, 30, 4, 4
2116, extreme_hills, terralith:emerald_peaks, MONSTER, minecraft:zombie, 30, 4, 4
2117, extreme_hills, terralith:emerald_peaks, MONSTER, minecraft:zombie_villager, 5, 1, 1
2118, extreme_hills, terralith:emerald_peaks, MONSTER, minecraft:skeleton, 30, 4, 4
2119, extreme_hills, terralith:emerald_peaks, MONSTER, minecraft:slime, 30, 4, 4
2120, extreme_hills, terralith:emerald_peaks, MONSTER, minecraft:enderman, 5, 1, 4
2121, extreme_hills, terralith:emerald_peaks, MONSTER, minecraft:witch, 5, 1, 1
2122, extreme_hills, terralith:emerald_peaks, MONSTER, quark:toretoise, 30, 2, 4
2123, extreme_hills, terralith:emerald_peaks, MONSTER, quark:stoneling, 30, 1, 1
2124, extreme_hills, terralith:emerald_peaks, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
2125, extreme_hills, terralith:emerald_peaks, MONSTER, creeperoverhaul:snowy_creeper, 30, 2, 2
2126, extreme_hills, terralith:emerald_peaks, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
2127, extreme_hills, terralith:emerald_peaks, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
2128, extreme_hills, terralith:emerald_peaks, CREATURE, quark:shiba, 30, 1, 3
2129, extreme_hills, terralith:emerald_peaks, CREATURE, ars_nouveau:drygmy, 3, 1, 2
2130, extreme_hills, terralith:emerald_peaks, CREATURE, finsandtails:wherble, 30, 2, 6
2131, extreme_hills, terralith:emerald_peaks, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
2132, extreme_hills, terralith:emerald_peaks, CREATURE, mythicmounts:griffon, 10, 1, 1
2133, extreme_hills, terralith:emerald_peaks, AMBIENT, minecraft:bat, 10, 8, 8
2134, extreme_hills, terralith:emerald_peaks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
2135, nether, incendium:inverted_forest, MONSTER, minecraft:enderman, 5, 4, 4
2136, nether, incendium:inverted_forest, MONSTER, minecraft:zombified_piglin, 1, 1, 4
2137, nether, incendium:inverted_forest, MONSTER, minecraft:ghast, 0, 4, 4
2138, nether, incendium:inverted_forest, CREATURE, minecraft:strider, 30, 1, 2
2139, nether, incendium:inverted_forest, AMBIENT, mythicmounts:netherbat, 30, 2, 4
2140, nether, incendium:inverted_forest, WATER_AMBIENT, netherdepthsupgrade:searing_cod, 10, 3, 6
2141, nether, incendium:inverted_forest, WATER_AMBIENT, netherdepthsupgrade:bonefish, 8, 1, 5
2142, nether, incendium:inverted_forest, WATER_AMBIENT, netherdepthsupgrade:fortressgrouper, 3, 1, 2
2143, none, terralith:alpine_highlands, MONSTER, minecraft:spider, 30, 4, 4
2144, none, terralith:alpine_highlands, MONSTER, minecraft:zombie, 30, 4, 4
2145, none, terralith:alpine_highlands, MONSTER, minecraft:zombie_villager, 5, 1, 1
2146, none, terralith:alpine_highlands, MONSTER, minecraft:skeleton, 30, 4, 4
2147, none, terralith:alpine_highlands, MONSTER, minecraft:creeper, 30, 4, 4
2148, none, terralith:alpine_highlands, MONSTER, minecraft:slime, 30, 4, 4
2149, none, terralith:alpine_highlands, MONSTER, minecraft:enderman, 5, 1, 4
2150, none, terralith:alpine_highlands, MONSTER, minecraft:witch, 5, 1, 1
2151, none, terralith:alpine_highlands, MONSTER, quark:toretoise, 30, 2, 4
2152, none, terralith:alpine_highlands, MONSTER, quark:stoneling, 30, 1, 1
2153, none, terralith:alpine_highlands, CREATURE, minecraft:horse, 5, 2, 6
2154, none, terralith:alpine_highlands, CREATURE, minecraft:donkey, 1, 1, 3
2155, none, terralith:alpine_highlands, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
2156, none, terralith:alpine_highlands, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
2157, none, terralith:alpine_highlands, CREATURE, ars_nouveau:drygmy, 3, 1, 2
2158, none, terralith:alpine_highlands, CREATURE, finsandtails:wherble, 3, 2, 6
2159, none, terralith:alpine_highlands, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
2160, none, terralith:alpine_highlands, CREATURE, meadow:highland_cattle, 5, 1, 3
2161, none, terralith:alpine_highlands, CREATURE, meadow:horned_sheep, 5, 1, 3
2162, none, terralith:alpine_highlands, CREATURE, mythicmounts:direwolf, 20, 2, 4
2163, none, terralith:alpine_highlands, AMBIENT, minecraft:bat, 10, 8, 8
2164, none, terralith:alpine_highlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
2165, jungle, terralith:amethyst_rainforest, MONSTER, minecraft:spider, 30, 4, 4
2166, jungle, terralith:amethyst_rainforest, MONSTER, minecraft:zombie, 30, 4, 4
2167, jungle, terralith:amethyst_rainforest, MONSTER, minecraft:zombie_villager, 5, 1, 1
2168, jungle, terralith:amethyst_rainforest, MONSTER, minecraft:skeleton, 30, 4, 4
2169, jungle, terralith:amethyst_rainforest, MONSTER, minecraft:slime, 30, 4, 4
2170, jungle, terralith:amethyst_rainforest, MONSTER, minecraft:enderman, 5, 1, 4
2171, jungle, terralith:amethyst_rainforest, MONSTER, minecraft:witch, 5, 1, 1
2172, jungle, terralith:amethyst_rainforest, MONSTER, minecraft:ocelot, 2, 1, 3
2173, jungle, terralith:amethyst_rainforest, MONSTER, creeperoverhaul:bamboo_creeper, 30, 2, 2
2174, jungle, terralith:amethyst_rainforest, MONSTER, creeperoverhaul:jungle_creeper, 30, 2, 2
2175, jungle, terralith:amethyst_rainforest, MONSTER, quark:toretoise, 30, 2, 4
2176, jungle, terralith:amethyst_rainforest, MONSTER, quark:stoneling, 30, 1, 1
2177, jungle, terralith:amethyst_rainforest, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
2178, jungle, terralith:amethyst_rainforest, CREATURE, minecraft:parrot, 30, 1, 2
2179, jungle, terralith:amethyst_rainforest, CREATURE, minecraft:panda, 1, 1, 2
2180, jungle, terralith:amethyst_rainforest, CREATURE, cnb:lizard, 30, 1, 4
2181, jungle, terralith:amethyst_rainforest, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
2182, jungle, terralith:amethyst_rainforest, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
2183, jungle, terralith:amethyst_rainforest, CREATURE, crittersandcompanions:leaf_insect, 12, 1, 1
2184, jungle, terralith:amethyst_rainforest, CREATURE, crittersandcompanions:red_panda, 8, 1, 2
2185, jungle, terralith:amethyst_rainforest, CREATURE, ars_nouveau:drygmy, 3, 1, 2
2186, jungle, terralith:amethyst_rainforest, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
2187, jungle, terralith:amethyst_rainforest, CREATURE, environmental:tapir, 5, 1, 2
2188, jungle, terralith:amethyst_rainforest, CREATURE, mythicmounts:courierbird, 20, 2, 4
2189, jungle, terralith:amethyst_rainforest, CREATURE, crittersandcompanions:jumping_spider, 20, 1, 1
2190, jungle, terralith:amethyst_rainforest, AMBIENT, minecraft:bat, 10, 8, 8
2191, jungle, terralith:amethyst_rainforest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
2192, jungle, terralith:amethyst_rainforest, WATER_AMBIENT, finsandtails:pea_wee, 20, 1, 3
2193, jungle, terralith:amethyst_rainforest, WATER_AMBIENT, finsandtails:vibra_wee, 20, 2, 5
2194, jungle, terralith:amethyst_rainforest, WATER_AMBIENT, aquaculture:piranha, 5, 1, 6
2195, jungle, terralith:amethyst_rainforest, WATER_AMBIENT, aquaculture:tambaqui, 5, 1, 1
2196, none, terralith:warm_river, MONSTER, minecraft:spider, 30, 4, 4
2197, none, terralith:warm_river, MONSTER, minecraft:zombie, 30, 4, 4
2198, none, terralith:warm_river, MONSTER, minecraft:zombie_villager, 5, 1, 1
2199, none, terralith:warm_river, MONSTER, minecraft:skeleton, 30, 4, 4
2200, none, terralith:warm_river, MONSTER, minecraft:creeper, 30, 4, 4
2201, none, terralith:warm_river, MONSTER, minecraft:slime, 30, 4, 4
2202, none, terralith:warm_river, MONSTER, minecraft:enderman, 5, 1, 4
2203, none, terralith:warm_river, MONSTER, minecraft:witch, 5, 1, 1
2204, none, terralith:warm_river, MONSTER, minecraft:drowned, 30, 1, 1
2205, none, terralith:warm_river, MONSTER, quark:toretoise, 30, 2, 4
2206, none, terralith:warm_river, MONSTER, quark:stoneling, 30, 1, 1
2207, none, terralith:warm_river, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
2208, none, terralith:warm_river, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
2209, none, terralith:warm_river, CREATURE, ars_nouveau:drygmy, 3, 1, 2
2210, none, terralith:warm_river, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
2211, none, terralith:warm_river, CREATURE, upgrade_aquatic:goose, 5, 1, 3
2212, none, terralith:warm_river, CREATURE, meadow:water_buffalo, 5, 1, 3
2213, none, terralith:warm_river, CREATURE, finsandtails:flatback_leaf_snail, 3, 1, 1
2214, none, terralith:warm_river, AMBIENT, minecraft:bat, 10, 8, 8
2215, none, terralith:warm_river, AMBIENT, finsandtails:river_pebble_snail, 10, 1, 2
2216, none, terralith:warm_river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
2217, none, terralith:warm_river, WATER_CREATURE, minecraft:squid, 20, 1, 4
2218, none, terralith:warm_river, WATER_CREATURE, finsandtails:papa_wee, 5, 1, 2
2219, none, terralith:warm_river, WATER_CREATURE, finsandtails:golden_river_ray, 10, 1, 3
2220, none, terralith:warm_river, WATER_AMBIENT, minecraft:tropical_fish, 5, 1, 5
2221, none, terralith:warm_river, WATER_AMBIENT, finsandtails:wee_wee, 10, 3, 3
2222, none, terralith:warm_river, WATER_AMBIENT, aquaculture:arapaima, 5, 1, 1
2223, none, terralith:warm_river, WATER_AMBIENT, aquaculture:brown_trout, 5, 1, 4
2224, none, terralith:warm_river, WATER_AMBIENT, aquaculture:gar, 5, 1, 1
2225, none, terralith:warm_river, WATER_AMBIENT, aquaculture:catfish, 5, 1, 3
2226, none, terralith:warm_river, WATER_AMBIENT, crittersandcompanions:koi_fish, 4, 2, 5
2227, none, terralith:alpha_islands_winter, MONSTER, minecraft:spider, 30, 4, 4
2228, none, terralith:alpha_islands_winter, MONSTER, minecraft:zombie, 30, 4, 4
2229, none, terralith:alpha_islands_winter, MONSTER, minecraft:skeleton, 30, 4, 4
2230, none, terralith:alpha_islands_winter, MONSTER, minecraft:slime, 30, 4, 4
2231, none, terralith:alpha_islands_winter, MONSTER, quark:toretoise, 30, 2, 4
2232, none, terralith:alpha_islands_winter, MONSTER, quark:stoneling, 30, 1, 1
2233, none, terralith:alpha_islands_winter, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
2234, none, terralith:alpha_islands_winter, MONSTER, creeperoverhaul:snowy_creeper, 30, 2, 2
2235, none, terralith:alpha_islands_winter, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
2236, none, terralith:alpha_islands_winter, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
2237, none, terralith:alpha_islands_winter, CREATURE, ars_nouveau:drygmy, 3, 1, 2
2238, none, terralith:alpha_islands_winter, CREATURE, finsandtails:wherble, 3, 2, 6
2239, none, terralith:alpha_islands_winter, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
2240, taiga, terralith:yosemite_lowlands, MONSTER, minecraft:spider, 30, 4, 4
2241, taiga, terralith:yosemite_lowlands, MONSTER, minecraft:zombie, 30, 4, 4
2242, taiga, terralith:yosemite_lowlands, MONSTER, minecraft:zombie_villager, 5, 1, 1
2243, taiga, terralith:yosemite_lowlands, MONSTER, minecraft:skeleton, 30, 4, 4
2244, taiga, terralith:yosemite_lowlands, MONSTER, minecraft:slime, 30, 4, 4
2245, taiga, terralith:yosemite_lowlands, MONSTER, minecraft:enderman, 5, 1, 4
2246, taiga, terralith:yosemite_lowlands, MONSTER, minecraft:witch, 5, 1, 1
2247, taiga, terralith:yosemite_lowlands, MONSTER, creeperoverhaul:spruce_creeper, 30, 2, 2
2248, taiga, terralith:yosemite_lowlands, MONSTER, quark:toretoise, 30, 2, 4
2249, taiga, terralith:yosemite_lowlands, MONSTER, quark:stoneling, 30, 1, 1
2250, taiga, terralith:yosemite_lowlands, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
2251, taiga, terralith:yosemite_lowlands, CREATURE, minecraft:wolf, 8, 4, 4
2252, taiga, terralith:yosemite_lowlands, CREATURE, minecraft:rabbit, 4, 2, 3
2253, taiga, terralith:yosemite_lowlands, CREATURE, minecraft:fox, 8, 2, 4
2254, taiga, terralith:yosemite_lowlands, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
2255, taiga, terralith:yosemite_lowlands, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
2256, taiga, terralith:yosemite_lowlands, CREATURE, ars_nouveau:drygmy, 3, 1, 2
2257, taiga, terralith:yosemite_lowlands, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
2258, taiga, terralith:yosemite_lowlands, AMBIENT, minecraft:bat, 10, 8, 8
2259, taiga, terralith:yosemite_lowlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
2260, none, terralith:skylands_spring, MONSTER, minecraft:spider, 30, 4, 4
2261, none, terralith:skylands_spring, MONSTER, minecraft:zombie, 30, 4, 4
2262, none, terralith:skylands_spring, MONSTER, minecraft:zombie_villager, 5, 1, 1
2263, none, terralith:skylands_spring, MONSTER, minecraft:skeleton, 30, 4, 4
2264, none, terralith:skylands_spring, MONSTER, minecraft:creeper, 30, 4, 4
2265, none, terralith:skylands_spring, MONSTER, minecraft:slime, 30, 4, 4
2266, none, terralith:skylands_spring, MONSTER, minecraft:enderman, 5, 1, 4
2267, none, terralith:skylands_spring, MONSTER, minecraft:witch, 5, 1, 1
2268, none, terralith:skylands_spring, MONSTER, minecraft:drowned, 5, 1, 1
2269, none, terralith:skylands_spring, MONSTER, quark:toretoise, 30, 2, 4
2270, none, terralith:skylands_spring, MONSTER, quark:stoneling, 30, 1, 1
2271, none, terralith:skylands_spring, CREATURE, minecraft:rabbit, 10, 4, 4
2272, none, terralith:skylands_spring, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
2273, none, terralith:skylands_spring, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
2274, none, terralith:skylands_spring, CREATURE, friendsandfoes:moobloom, 30, 2, 4
2275, none, terralith:skylands_spring, CREATURE, ars_nouveau:drygmy, 3, 1, 2
2276, none, terralith:skylands_spring, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
2277, none, terralith:skylands_spring, AMBIENT, minecraft:bat, 10, 8, 8
2278, none, terralith:skylands_spring, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
2279, none, terralith:skylands_spring, WATER_CREATURE, minecraft:squid, 10, 1, 4
2280, none, terralith:skylands_spring, WATER_CREATURE, minecraft:dolphin, 1, 1, 2
2281, none, terralith:skylands_spring, WATER_AMBIENT, minecraft:cod, 10, 3, 6
2282, none, terralith:yosemite_cliffs, MONSTER, minecraft:spider, 30, 4, 4
2283, none, terralith:yosemite_cliffs, MONSTER, minecraft:zombie, 30, 4, 4
2284, none, terralith:yosemite_cliffs, MONSTER, minecraft:zombie_villager, 5, 1, 1
2285, none, terralith:yosemite_cliffs, MONSTER, minecraft:skeleton, 30, 4, 4
2286, none, terralith:yosemite_cliffs, MONSTER, minecraft:creeper, 30, 4, 4
2287, none, terralith:yosemite_cliffs, MONSTER, minecraft:slime, 30, 4, 4
2288, none, terralith:yosemite_cliffs, MONSTER, minecraft:enderman, 5, 1, 4
2289, none, terralith:yosemite_cliffs, MONSTER, minecraft:witch, 5, 1, 1
2290, none, terralith:yosemite_cliffs, MONSTER, quark:toretoise, 30, 2, 4
2291, none, terralith:yosemite_cliffs, MONSTER, quark:stoneling, 30, 1, 1
2292, none, terralith:yosemite_cliffs, CREATURE, minecraft:wolf, 8, 4, 4
2293, none, terralith:yosemite_cliffs, CREATURE, minecraft:rabbit, 4, 2, 3
2294, none, terralith:yosemite_cliffs, CREATURE, minecraft:fox, 8, 2, 4
2295, none, terralith:yosemite_cliffs, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
2296, none, terralith:yosemite_cliffs, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
2297, none, terralith:yosemite_cliffs, CREATURE, ars_nouveau:drygmy, 3, 1, 2
2298, none, terralith:yosemite_cliffs, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
2299, none, terralith:yosemite_cliffs, AMBIENT, minecraft:bat, 10, 8, 8
2300, none, terralith:yosemite_cliffs, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
2301, badlands, terralith:savanna_badlands, MONSTER, minecraft:spider, 30, 4, 4
2302, badlands, terralith:savanna_badlands, MONSTER, minecraft:zombie, 30, 4, 4
2303, badlands, terralith:savanna_badlands, MONSTER, minecraft:zombie_villager, 5, 1, 1
2304, badlands, terralith:savanna_badlands, MONSTER, minecraft:skeleton, 30, 4, 4
2305, badlands, terralith:savanna_badlands, MONSTER, minecraft:slime, 30, 4, 4
2306, badlands, terralith:savanna_badlands, MONSTER, minecraft:enderman, 5, 1, 4
2307, badlands, terralith:savanna_badlands, MONSTER, minecraft:witch, 5, 1, 1
2308, badlands, terralith:savanna_badlands, MONSTER, quark:toretoise, 30, 2, 4
2309, badlands, terralith:savanna_badlands, MONSTER, quark:stoneling, 30, 1, 1
2310, badlands, terralith:savanna_badlands, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
2311, badlands, terralith:savanna_badlands, MONSTER, creeperoverhaul:badlands_creeper, 30, 2, 2
2312, badlands, terralith:savanna_badlands, CREATURE, minecraft:horse, 1, 2, 6
2313, badlands, terralith:savanna_badlands, CREATURE, minecraft:donkey, 1, 1, 1
2314, badlands, terralith:savanna_badlands, CREATURE, minecraft:llama, 8, 4, 4
2315, badlands, terralith:savanna_badlands, CREATURE, biomemakeover:scuttler, 4, 1, 2
2316, badlands, terralith:savanna_badlands, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
2317, badlands, terralith:savanna_badlands, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
2318, badlands, terralith:savanna_badlands, CREATURE, ars_nouveau:drygmy, 3, 1, 2
2319, badlands, terralith:savanna_badlands, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
2320, badlands, terralith:savanna_badlands, CREATURE, meadow:sunset_cow, 5, 1, 3
2321, badlands, terralith:savanna_badlands, CREATURE, mythicmounts:ridinglizard, 10, 2, 3
2322, badlands, terralith:savanna_badlands, AMBIENT, minecraft:bat, 10, 8, 8
2323, badlands, terralith:savanna_badlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
2324, none, terralith:cave/ice_caves, MONSTER, minecraft:spider, 30, 4, 4
2325, none, terralith:cave/ice_caves, MONSTER, minecraft:zombie, 30, 4, 4
2326, none, terralith:cave/ice_caves, MONSTER, minecraft:zombie_villager, 5, 1, 1
2327, none, terralith:cave/ice_caves, MONSTER, minecraft:skeleton, 30, 4, 4
2328, none, terralith:cave/ice_caves, MONSTER, minecraft:creeper, 30, 4, 4
2329, none, terralith:cave/ice_caves, MONSTER, minecraft:slime, 30, 4, 4
2330, none, terralith:cave/ice_caves, MONSTER, minecraft:enderman, 5, 1, 4
2331, none, terralith:cave/ice_caves, MONSTER, minecraft:witch, 5, 1, 1
2332, none, terralith:cave/ice_caves, MONSTER, quark:toretoise, 30, 2, 4
2333, none, terralith:cave/ice_caves, MONSTER, quark:stoneling, 30, 1, 1
2334, none, terralith:cave/ice_caves, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
2335, none, terralith:cave/ice_caves, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
2336, none, terralith:cave/ice_caves, CREATURE, ars_nouveau:drygmy, 3, 1, 2
2337, none, terralith:cave/ice_caves, CREATURE, finsandtails:wherble, 3, 2, 6
2338, none, terralith:cave/ice_caves, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
2339, none, terralith:cave/ice_caves, AMBIENT, minecraft:bat, 10, 8, 8
2340, none, terralith:cave/ice_caves, AMBIENT, mythicmounts:dragon, 10, 1, 1
2341, none, terralith:cave/ice_caves, AMBIENT, mythicmounts:geckotoalizard, 10, 1, 1
2342, none, terralith:cave/ice_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
2343, extreme_hills, terralith:volcanic_peaks, MONSTER, minecraft:spider, 30, 4, 4
2344, extreme_hills, terralith:volcanic_peaks, MONSTER, minecraft:zombie, 30, 4, 4
2345, extreme_hills, terralith:volcanic_peaks, MONSTER, minecraft:zombie_villager, 5, 1, 1
2346, extreme_hills, terralith:volcanic_peaks, MONSTER, minecraft:skeleton, 30, 4, 4
2347, extreme_hills, terralith:volcanic_peaks, MONSTER, minecraft:creeper, 30, 4, 4
2348, extreme_hills, terralith:volcanic_peaks, MONSTER, minecraft:slime, 30, 4, 4
2349, extreme_hills, terralith:volcanic_peaks, MONSTER, minecraft:enderman, 5, 1, 4
2350, extreme_hills, terralith:volcanic_peaks, MONSTER, minecraft:witch, 5, 1, 1
2351, extreme_hills, terralith:volcanic_peaks, MONSTER, quark:toretoise, 30, 2, 4
2352, extreme_hills, terralith:volcanic_peaks, MONSTER, quark:stoneling, 30, 1, 1
2353, extreme_hills, terralith:volcanic_peaks, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
